campus_id,uid,school,campus,address,province,city,round1_category,round2_status,current_gap,round1_reason,round2_reason,round2_blocked_attempted,round2_blocked_unlock,attempted_sources,last_reviewed
PROFILE1419_0,4122013601,长春工业大学人文信息学院,校本部,吉林省长春净月国家高新技术产业开发区福祉大路1016号,吉林省,长春市,D 功能区/大学城无法定区佐证,HARD-BLOCKED,yes,functional_zone_only,该校门牌在政府与校方公开文本中一律以「净月（国家高新技术产业）开发区」表述，长春各区/开发区网站对「福祉大路1016号」零命中；唯一带法定区的政府文书（南关区XX街道决算、南关区玉潭镇/新湖镇公文）只能证明净月代管单元的法定建制归属，无法把该门牌定位到具体建制街道，同句「南关区+福祉大路1016号」在全部已检索来源中不存在。,校方官网 https://www.ccutchi.com/ 页脚（逐字无区）；https://www.ccrw.edu.cn/ 返回 412 WAF；净月站内检索 channelid=234276 检索词：福祉大路1016 / 1016号 / 人文信息 / 福祉大路 / 南关区 / 福祉街道 / 部门决算；南关区 channelid=286770 检索词：长春工业大学人文信息学院 / 福祉大路 / 福祉大路1016 / 永兴街道（均 0 命中）；二道区 208929、朝阳区 238484、绿园区 232891、市门户 291010、市生态环境局 277780、市规划自然资源局 298083、市教育局 259147、市建委 209959、市人社局 282473；https://api.so-gov.cn/query/s 站点码 2201000001/2201000002/2200000001（ok=false，长春未收录）,需要出现同时含法定县级区名与「福祉大路1016号」的官方文书，典型来源：①长春市各城区（南关区/二道区/朝阳区等）或净月高新区发布的环评、规划许可、施工许可、政府采购中标公告，采购人/建设地点写作「XX区福祉大路1016号」；②南关区XX街道（福祉/永兴/净月街道）的决算、公示、社区公告中出现该门牌；③省级教育行政部门（吉林省教育厅）民办高校办学许可证/信息公开中的住所地址；④双公示（卫健、市场监管、消防）对「长春工业大学人文信息学院/长春人文学院」校区食堂或医务室的许可文书。,https://www.ccutchi.com/; https://www.ccrw.edu.cn/; http://intellsearch.changchun.gov.cn/was5/web/search?channelid=234276&searchword=福祉大路1016; http://intellsearch.changchun.gov.cn/was5/web/search?channelid=234276&searchword=南关区; http://intellsearch.changchun.gov.cn/was5/web/search?channelid=286770&searchword=福祉大路; http://intellsearch.changchun.gov.cn/was5/web/search?channelid=208929&searchword=福祉大路,2026-09-12
PROFILE1424_0,4142012991,武汉商贸职业学院,武汉校区,湖北省武汉市东湖新技术开发区光谷二路225号,湖北省,武汉市,D 功能区/大学城无法定区佐证,HARD-BLOCKED,yes,functional_zone_only,复核通过但未过机器门禁: 来源是搜索引擎/聚合站结果页 'weixin.sogou.com'，不是可复核的原始来源,,,"https://weixin.sogou.com/weixin?type=2&query=武汉商贸职业学院 江夏区 光谷二路225号（命中校方官方公众号两篇+湖北中医药大学继续教育学院官方号）; 公众号「武汉商贸职业学院」《2026级新生必看:吃住学全攻略来了!(武汉校区篇)》; 公众号「武汉商贸校团委」《你好,新生|叮~这份开学攻略谁还没看?》; 公众号「湖北中医药大学继续教育学院」教学站点联系方式/2022级成人高考新生入学须知; https://zs.whicu.com/（校方招生网页脚：学校地址 湖北省武汉市东湖新技术开发区光谷二路225号——功能区写法，与本条官方公众号的法定区写法并存）; https://czj.wuhan.gov.cn/kjfw/HJFWZQ/202505/t20250512_2579613.html（政府考点表：武汉东湖新技术开发区光谷二路225号）",2026-09-12
PROFILE1424_1,4142012991,武汉商贸职业学院,红安校区,湖北省红安经济开发区金山大道18号,湖北省,武汉市,H 其他,HARD-BLOCKED,yes,other,实际法定县级行政区为湖北省黄冈市红安县，不在本条 allowed_districts（东西湖区、新洲区、武昌区、汉南区、汉阳区、江夏区、江岸区、江汉区、洪山区、硚口区、蔡甸区、青山区、黄陂区）内，且禁止把功能区『红安经济开发区』翻译成列表内任一区。,1) Toutiao 查询式『红安经济开发区 金山大道18号 红安县 觅儿寺镇 武汉商贸职业学院』→ 红安县人民政府『红安简介』（隶属黄冈市）+ 红安县觅儿寺镇副镇长调研该校 + 中国教育在线报道。2) 同址旁证 https://www.wic.edu.cn/ → 金山大道18号逐字含『湖北省黄冈市红安县觅儿寺镇』。3) 中国教育在线 / 湖北省政府采购网检索 → 红安县均归黄冈市。,待把该条 city 更正为黄冈市（或 allowed_districts 增加红安县）后即可落库：可用红安县人民政府或黄冈市政府/湖北省政府采购网来源把『红安县』与该校区地址写在同一句（现有 https://www.wic.edu.cn/ 同址逐字已含『黄冈市红安县觅儿寺镇金山大道18号』，可用作地址级交叉佐证）。,Toutiao 查询式：红安经济开发区 金山大道18号 红安县 觅儿寺镇 武汉商贸职业学院; https://www.wic.edu.cn/ — 同址『红安校区 湖北省黄冈市红安县觅儿寺镇金山大道18号』（旁证片区法定区）; 红安县人民政府门户『红安简介』— 红安原名黄安，隶属于湖北省黄冈市; Toutiao 查询式：武汉商贸职业学院 红安校区 红安县,2026-09-12
PROFILE1430_0,4141011788,河南警察学院,校本部,河南省郑州市郑东新区龙子湖东路1号,河南省,郑州市,D 功能区/大学城无法定区佐证,HARD-BLOCKED,yes,functional_zone_only,本条 campus 实体落在功能区「郑东新区」内，官方全部写法只有「郑东新区龙子湖东路1号」；法定区名与本条门牌从未在任何官方/政务来源中同现。允许的 12 个法定区内没有任何一个能被证据支撑，按红线不能把「郑东新区」翻译成金水区。,校方官网（hnp.edu.cn 页脚/学生处/采购公告）逐页核；金水区人民政府站内全文检索（/search.jspx）检索「龙子湖东路」「龙子湖东路1号」，均为 0 条；郑州市人民政府站内全文检索（/search.jspx）检索同一门牌，51 条均为词切分噪声；中国政府采购网 22 条近半年公告逐条看「采购单位地址」；郑州市公共资源交易中心 Epoint 全文接口两种查询式；toutiao 搜索多组合；河南省教育厅 schoolSearch 需验证码（按简报不绕过，未使用）。,需要出现把「金水区」（或管城回族区/中牟县）与本条门牌「龙子湖东路1号」写在同一来源的官方/政务页面，例如：金水区卫健委或郑州市卫健委关于该校医疗机构登记的公示、河南省教育厅高校章程核准书中的校区地址、该校事业单位法人登记住所、或郑州市自然资源和规划局涉及该门牌的用地/规划公示。,https://www.jinshui.gov.cn/search.jspx?q=龙子湖东路 → 金水区人民政府站内全文检索 0 条；q=龙子湖东路1号 亦 0 条; https://www.zhengzhou.gov.cn/search.jspx?q=龙子湖东路1号 → 51 条模糊命中（按词切分），无一条把法定区与该门牌同现; 郑州市公共资源交易中心 Epoint 全文接口 wd=龙子湖东路1号（33 条，全部郑东新区）/ wd=金水区龙子湖东路1号（55 条，均不相关）; http://search.ccgp.gov.cn/bxsearch?kw=河南警察学院 → 22 条公告，采购单位地址只有「郑州市龙子湖东路1号」「郑州市郑东新区龙子湖东路1号」「河南省郑州市龙子湖东路1号」; https://www.hnp.edu.cn/ 官网页脚「地址：中国·河南·郑州市龙子湖东路1号」+ 学生处页面「河南省郑州市郑东新区龙子湖高校园区龙子湖东路1号」; https://so.toutiao.com/search?keyword=河南警察学院+金水区+龙子湖东路1号 → 仅郑东新区写法；检出线索为百度百科（红线下不得单独使用）,2026-09-12
PROFILE1435_1,4132010848,无锡职业技术大学,宜兴校区,江苏省无锡市宜兴环保科技工业园,江苏省,无锡市,D 功能区/大学城无法定区佐证,HARD-BLOCKED,yes,functional_zone_only,法定区原文缺失：①校方招标采购中心官方页 https://cght.wxut.edu.cn/sfw_zbcms/e?page=cms.detail&cid=102867&aid=103465《招标采购中心赴宜兴校区和大创园进行调研交流》全文多次出现「宜兴校区」，但通篇无「宜兴市」等法定区名；②校基建处 https://jjb.wxit.edu.cn/（新闻「宜兴校区建设项目可行性研究」）现返回 502 Bad Gateway，正文不可读；③中国政府采购网关键词「无锡职业技术大学/无锡职业技术学院」抓取 30 份公告，采购单位地址一律「无锡市高浪西路1600号」，无宜兴、无宜兴校区；④宜兴市人民政府 http://www.yixing.gov.cn/ 及其环科园栏目 http://www.yixing.gov.cn/yxedz/index.shtml 未检索到该校条目（站内搜索端点均 404）；⑤园区官网 www.yxedz.gov.cn DNS 不可达；⑥记录地址既无路名也无门牌，虽适用校区名挂钩例外，但未取得含「宜兴校区」+「宜兴市」同句的任何原文；⑦第三方论坛「无锡职业技术学院宜兴校区来啦」（陶都论坛）属自媒体，按红线不可单独作依据。,1) https://cght.wxut.edu.cn/sfw_zbcms/e?page=cms.detail&cid=102867&aid=103465（含宜兴校区、无宜兴市）；2) https://cght.wxut.edu.cn/sfw_zbcms/e?page=cms.news&cid=102867 与 cms.psms.gglist&type=YXGK（意向公开）页，无地址；3) https://jjb.wxit.edu.cn/（HTTP 502，基建处新闻源不可读）；4) 中国政府采购网关键词「无锡职业技术大学」「无锡职业技术学院」逐份公告扫描（地址一律 无锡市高浪西路1600号）；5) http://www.yixing.gov.cn/ 与 http://www.yixing.gov.cn/zrzyghj/（自然资源和规划局）栏目扫描；站内搜索端点 /jrobot/search.do、/jsearchfront/... 均 404；6) https://www.yxedz.gov.cn/（DNS ENOTFOUND）；7) 头条多组检索「无锡职业技术大学 宜兴校区 宜兴市」「宜兴市 无锡职业技术大学 宜兴校区 项目」「无锡职业技术学院 宜兴校区 签约/开工/奠基」「中国宜兴环保科技工业园 地址 宜兴市」——仅得校方页面快照与自媒体论坛帖。,需含「宜兴校区 + 宜兴市」同句（或直接给出法定区的校区地址）的权威原文：如学校信息公开 http://xxgkw.wxut.edu.cn 或基建处新校区建设公示、宜兴市自然资源和规划局（www.yixing.gov.cn/zrzyghj/）对该校区用地的供地/规划选址/建设工程规划许可公示、宜兴市或无锡市政府工作报告/重点项目建设清单、江苏省教育厅公示；待项目由「可行性研究」进入立项/供地阶段后该证据可期。,https://cght.wxut.edu.cn/sfw_zbcms/e?page=cms.detail&cid=102867&aid=103465（招标采购中心赴宜兴校区和大创园调研，有『宜兴校区』无『宜兴市』）; https://jjb.wxit.edu.cn/（基建处，HTTP 502）; 中国政府采购网 ccgp 关键词「无锡职业技术大学」「无锡职业技术学院」逐份公告扫描（采购单位地址一律 无锡市高浪西路1600号）; http://www.yixing.gov.cn/、http://www.yixing.gov.cn/yxedz/index.shtml、http://www.yixing.gov.cn/zrzyghj/（未检索到该校条目；站内搜索端点 404）; https://www.yxedz.gov.cn/（DNS ENOTFOUND）; http://xxgkw.wxut.edu.cn（信息公开门户，未检索到宜兴校区）,2026-09-12
PROFILE143_4,4111010007,北京理工大学,珠海校区,广东省珠海市唐家湾金凤路6号,广东省,珠海市,B 来源抓取失败,RESOLVED,no,source_inaccessible,government,,,http://www.zhxz.gov.cn/zhxzmzj/gkmlpt/content/3/3668/post_3668671.html; http://www.zhxz.gov.cn/zhxzmzj/img/0/434/434435/3668671.png; https://search.gd.gov.cn/api/search/all sid=756005/756001 keywords=金凤路 唐家湾; https://zhrsj.zhuhai.gov.cn/attachment/0/435/435240/3911128.pdf; https://zhrsj.zhuhai.gov.cn/attachment/0/432/432106/3896911.pdf,2026-09-12
PROFILE1451_0,4152014011,遵义医药高等专科学校,办学地点（档案未命名）,贵州省遵义市新蒲新区大学城平安北路8号,贵州省,遵义市,C 地址冲突,HARD-BLOCKED,yes,conflicting_address,官方地址只给功能区「新蒲新区」，无任何法定区；功能区不得换算为法定区，旧式「红花岗区新蒲新区」复合地址来源不明且属历史表述。,1) 校方官网 https://www.zunyiyizhuan.cn/ 与招生/招标站 http://zbb.zunyiyizhuan.cn/（地址均为「新蒲新区平安大道北段8号」，无区）；2) so-gov 试 5203000000 / 5203000001 / 5203000020（均无效）；http://www.zunyi.gov.cn/ 站内搜索为 JS 渲染（SearchTypeRender），无可用接口；3) so.toutiao.com 检索「遵义医药高等专科学校 红花岗区 平安大道 事业单位」「遵义医药高等专科学校 住所 事业单位法人 平安大道」「遵义医药高等专科学校 贵州省教育厅 名单 地址」（无带法定区的权威来源）。,需要遵义市/红花岗区政府、贵州省教育厅以「红花岗区（或汇川区/播州区）+ 平安大道北段8号（或平安北路8号）+ 遵义医药高等专科学校」形式发布的文件（事业单位登记住所、环评/规划公示、招生章程），且需说明该旧复合地址是否仍现行有效。,https://www.zunyiyizhuan.cn/; http://zbb.zunyiyizhuan.cn/; https://api.so-gov.cn/query/s siteCode=5203000000 qt=遵义医药高等专科学校; http://www.zunyi.gov.cn/; https://so.toutiao.com/search?keyword=遵义医药高等专科学校 红花岗区 平安大道 事业单位; https://so.toutiao.com/search?keyword=遵义医药高等专科学校 住所 事业单位法人 平安大道,2026-09-12
PROFILE1459_0,4132013113,江海职业技术学院,办学地点（档案未命名）,江苏省扬州市扬子江南路5号,江苏省,扬州市,E 无权威来源,RESOLVED,no,no_authoritative_source,official,,,https://www.jhu.cn/show/52/5297/index.html → 逐字「地  址：扬州市邗江区扬子江南路5号」（命中）; https://www.jhu.cn/ 全站爬取(needle=邗江) → 另有校园新闻提及「扬州市邗江区双桥街道文苑社区」等，佐证学校活动范围在邗江区; 上轮：https://www.jhu.cn/ 页脚「学院地址：江苏省扬州市扬子江南路5号 邮编：225101」无区名；http://zs.jhu.cn/ 、https://xxgk.jhu.cn/ 不可达,2026-09-12
PROFILE1499_1,4150012608,重庆工程学院,双桥校区,重庆市双桥经济开发区西湖大道76号,重庆市,重庆市,A 上一轮独立复核未通过,RESOLVED,no,独立复核要求降级人工复审（引文/地址挂钩未达 verified 门槛）,government,,,https://admin.cq.gov.cn/zwgk/zfxxgkml/zdlyxxgk/jy1/jyzt/gz2026nqggk/zsjz/202606/t20260602_15720634.html（重庆市人民政府网发布《重庆工程学院2026年招生章程》，逐字含「大足区双桥校区」与「双桥校区：重庆市双桥经济开发区西湖大道76号」）; https://www.cqie.edu.cn/ 与 http://zs.cqie.edu.cn/ 及子站 BFS 30 页（页脚逐字「双桥校区：重庆市双桥经济技术开发区通桥街道西湖大道76号」，全校站内无「大足区」）; http://www.dazu.gov.cn/qzfjz/tqjdbsc/index.html（通桥街道页，逐字「通桥街道办事处_重庆市大足区人民政府」，页内无校园/地址）; http://www.dazu.gov.cn/jkq/sqjkq/ 及公示公告多页（双桥经开区管委会专栏，无「工程学院」）; https://www.dazu.gov.cn/irs/front/search（大足区集约化 IRS 搜索接口，POST 恒返回 code 1000 系统错误，无法站内检索）; so.toutiao.com 检索「大足区 西湖大道76号」「重庆工程学院 双桥校区 大足区」「大足区通桥街道西湖大道76号」「重庆工程学院 考点 西湖大道76号」等,2026-09-12
PROFILE1502_0,4141013781,南阳医学高等专科学校,校本部,河南省南阳市雪枫西路1106号,河南省,南阳市,E 无权威来源,RESOLVED,no,no_authoritative_source,official,,,https://zhaosheng.nymc.edu.cn/info/1056/2162.htm; https://zhaosheng.nymc.edu.cn/info/1056/2129.htm,2026-09-12
PROFILE1512_1,4141012747,郑州工业应用技术学院,西校区,河南省郑州市新郑新村镇107国道路东,河南省,郑州市,D 功能区/大学城无法定区佐证,RESOLVED,no,functional_zone_only,学校官网西校区页只写「西校区：河南省郑州市新郑高新技术开发区107国道东侧」（功能区口径），学校章程第六条只写东校区「河南省郑州市新郑市学院路16号」——属同校其他campus，按红线禁止套用。新郑市政府网可检索到的该校全部文件（规划许可证批后 D49Y/2192675、批前 D49Y/2123410、环评受理 D250302X/2070964）建设地址均为东校区「新郑市学院路南侧、湖滨路东侧」；不存在含「新郑市＋107国道（新村镇）」且指向西校区的官方原文。,逐条尝试：新郑市政府站搜索（jspx）多组关键词；新郑市自然资源局规划许可批后/批前公示；新郑市环保局环评受理公示；新郑市政府提案答复（仅PDF）；学校官网西校区简介与学校章程；中国政府采购网标题检索（0 条）。所有命中地址均属东校区或为功能区口径。,需要含「新郑市…107国道（东侧）/新村镇」并明确对应西校区的政府原文，例如新郑市自然资源局对西校区地块的建设用地规划许可/土地出让/征收公告，或该校西校区的不动产权、消防、教育主管备案中同时出现「新郑市」与西校区门牌的页面。,https://www.xinzheng.gov.cn/search.jspx?q=郑州工业应用技术学院 西校区 / 107国道 郑州工业应用技术学院 / 新村镇 107国道; https://public.xinzheng.gov.cn/D250302X/2070964.jhtml（环评受理公示：建设地址=新郑市学院路南侧、湖滨路东侧，属东校区）; https://public.xinzheng.gov.cn/D49Y/2192675.jhtml 、/D49Y/2123410.jhtml（规划许可批后/批前公示，正文无地址）; https://public.xinzheng.gov.cn/D1101X/8752515.jhtml（减速带建议答复，仅PDF）; https://zzb.zzuit.edu.cn/bmgk.htm（西校区=新郑高新技术开发区107国道东侧）; https://www.zzuit.edu.cn/xxgk/xc.htm（章程第六条，仅东校区地址）,2026-09-13
PROFILE1518_0,4141011765,河南城建学院,主校区,河南省平顶山市新城区龙翔大道,河南省,平顶山市,B 来源抓取失败,HARD-BLOCKED,yes,source_inaccessible,官方（河南省教育厅）与政府（河南省政府采购网）来源都以功能区限定该址，从未出现「新华区/湛河区+龙翔大道」。河南省教育厅2026年招生章程原文：「学校位于河南省平顶山市新城区龙翔大道，邮编467036」。新城区、城乡一体化示范区均非法定县级区划。,河南省统一政府检索 https://searchapi.henan.gov.cn/open/api/external?keywords=龙翔大道&siteId=4500000003（命中该校章程，正文无区）、keywords=河南城建学院、siteId=4500000001（www.henan.gov.cn，仅「平顶山市龙翔大道西延工程」市政新闻）；http://jyt.henan.gov.cn/2026/06-06/3363023.html、http://jyt.henan.gov.cn/2025/07-05/3177645.html；河南省政府采购网 http://ccgp-henan.gov.cn/henan/search?q=河南城建学院&ctk=…（正文「服务地点：河南城建学院龙翔校区（河南省平顶山市城乡一体化示范区龙翔大道）」）；Bing RSS「河南城建学院」+「新华区」。,河南省/平顶山市政府、自然资源和规划局或民政部门页面写出「新华区（或湛河区）龙翔大道」或「……河南城建学院……新华区龙翔大道」。,https://searchapi.henan.gov.cn/open/api/external?keywords=龙翔大道&siteId=4500000003; http://jyt.henan.gov.cn/2026/06-06/3363023.html; http://jyt.henan.gov.cn/2025/07-05/3177645.html; http://ccgp-henan.gov.cn/henan/search?q=河南城建学院; https://www.henan.gov.cn/2023/08-08/2793607.html; Bing RSS: 河南城建学院 新华区,2026-09-12
PROFILE1519_1,4134012926,亳州学院,文采校区,安徽省亳州市高新技术产业开发区文采路,安徽省,亳州市,D 功能区/大学城无法定区佐证,HARD-BLOCKED,yes,functional_zone_only,全部分片允许的法定区（利辛县/涡阳县/蒙城县/谯城区）中没有任何一个与记录地址「高新区文采路」同句出现在可核验原文里；校方与政务侧均只提供功能区名。,校官网 https://www.bzuu.edu.cn/ 同源全站爬取 90 页（关键词「谯城区」0 命中），页脚原文仅「校址：安徽省亳州市高新技术产业开发区汤王大道2266号（南湖校区） 安徽省亳州市高新技术产业开发区文采路（文采校区）」；https://so.toutiao.com/search?keyword=亳州学院 文采路 谯城区 、…keyword=亳州学院 招标公告 亳州市谯城区 文采路 、…keyword=亳州学院 文采校区 地址 谯城区 均无同句命中；安徽省人民政府一网搜 https://www.ah.gov.cn/site/search/6781961?keywords=亳州学院 文采路 结果 0 条；http://www.bozhou.gov.cn/ 返回 HTTP 412 无法检索；http://www.qiaocheng.gov.cn/ DNS 不存在。,需要出现含「谯城区」+「文采路」的校方或政务原文，例如：亳州学院官网招标/事业单位地址公告、亳州市或谯城区政府公开文件、安徽省教育厅高等教育处文件中把文采校区地址写作「亳州市谯城区文采路…」的页面。,https://www.bzuu.edu.cn/; https://so.toutiao.com/search?keyword=亳州学院 文采路 谯城区; https://so.toutiao.com/search?keyword=亳州学院 招标公告 亳州市谯城区 文采路; https://www.ah.gov.cn/site/search/6781961?keywords=亳州学院 文采路; http://www.bozhou.gov.cn/; http://www.qiaocheng.gov.cn/,2026-09-12
PROFILE1520_0,4141011069,开封大学,办学地点（档案未命名）,河南省开封市东京大道,河南省,开封市,E 无权威来源,RESOLVED,no,no_authoritative_source,official,,,https://www.kfu.edu.cn/info/1165/28082.htm; site:kfu.edu.cn 东京大道 龙亭区; https://www.kfu.edu.cn/ 采购公告 地 址 东京大道,2026-09-12
PROFILE1524_1,4115013699,乌兰察布职业学院,平地泉校区,内蒙古自治区乌兰察布市察右前旗平地泉镇,内蒙古自治区,乌兰察布市,E 无权威来源,RESOLVED,no,no_authoritative_source,校方来源（ulvc.edu.cn 学院简介/页脚/通知公告）只写「学院有主校区及平地泉校区两个校区」，不给平地泉校区地址；唯一定位来源写作简称「察右前旗」（如乌兰察布市中小企业公共服务平台《2023届毕业生生源信息》「南校区(原乌盟农牧学校校区)位于察右前旗平地泉镇」）。d 必须是法定全称「察哈尔右翼前旗」且逐字出现在引文中，按红线不得把简称当作法定全称、不得自行替换。,"试过：(1) 校方 ulvc.edu.cn 全站 BFS 150 页 + /xygk/xyjj.htm + /index/tzgg.htm：无平地泉校区地址、无「察哈尔右翼前旗」。(2) 察哈尔右翼前旗人民政府站 cyqq.gov.cn 检索后端 https://www.wulanchabu.gov.cn/es/query?（siteid=5c921a9a07e246f189220e98ad430dec，searchType/tcontesType 多组组合）关键词「平地泉」「平地泉镇」「察哈尔右翼前旗」「职业学院」全部返回 data:""[]""。(3) 乌兰察布市政府站检索接口（siteid=8d01edbbe34a420cb5ea43a74b9c87a9）「平地泉校区」「乌兰察布职业学院」均 0 条。(4) 微信检索 query=乌兰察布职业学院 平地泉 / query=平地泉校区 / query=乌兰察布职业学院南校区 平地泉 / query=察哈尔右翼前旗 平地泉 职业学院：均无「平地泉校区」与「察哈尔右翼前旗」同句的官方原文。(5) ccgp 全文检索「平地泉」0 条，本机 IP 被限流。",需要出现同时含「乌兰察布职业学院（平地泉校区/南校区）」与「察哈尔右翼前旗」的官方原文：察哈尔右翼前旗人民政府征地/规划/环评公示，内蒙古自治区发改委项目备案，乌兰察布市公共资源交易中心或内蒙古政府采购网该校平地泉校区项目招标公告（建设地点字段常写法定全称），或学校官网通知公告正文。,"https://www.ulvc.edu.cn/xygk/xyjj.htm（仅「主校区及平地泉校区两个校区」，无地址；页脚仅主校区「集宁新区满达东街曙光南路1号」）; https://www.ulvc.edu.cn/index/tzgg.htm（通知公告 JS 列表；全站 BFS 150 页无平地泉校区地址）; http://www.cyqq.gov.cn/ssfw/index.html?keyword=…（检索接口 es/query，多组参数，全部 data:""[]""）; https://www.wulanchabu.gov.cn/ssfw/index.html（市政府检索 0 条）; https://weixin.sogou.com/weixin?type=2&query=乌兰察布职业学院 平地泉；query=平地泉校区（含区名者均为「察右前旗」简称）; http://search.ccgp.gov.cn/bxsearch 全文检索「平地泉」0 条",2026-09-13
PROFILE152_0,4132011049,淮安大学,枚乘路校区,江苏省淮安市枚乘东路1号,江苏省,淮安市,D 功能区/大学城无法定区佐证,RESOLVED,no,functional_zone_only,government,,,http://jsggzy.jszwfw.gov.cn/jyxx/003006/003006001/20240719/N0117FCZZ241100.html（江苏省公共资源交易网，2026-09-12 重抓复核，逐字命中）; https://so.toutiao.com/search?keyword=淮安大学 枚乘路校区 枚乘东路1号,2026-09-12
PROFILE1539_0,4113014225,河北东方学院,主校区,河北省廊坊市开发区东方大学城一期圣陶路,河北省,廊坊市,B 来源抓取失败,HARD-BLOCKED,yes,source_inaccessible,无来源同时写明「河北东方学院（主校区）」+「圣陶路/东方大学城一期」+allowed_districts 内任一法定区。唯一含门牌路名的来源（校方官网）只给功能区「廊坊经济技术开发区」；其余平台只能证明同园区其他学校（二期居易道）属广阳区，不能套用。,"河北省人民政府检索 http://www.hebei.gov.cn/s?q=圣陶路 / 河北东方学院 / 东方大学城（fix=1，均「没有搜索到」）；廊坊市政府站内检索 http://www.lf.gov.cn/search.aspx（title 检索，返回「很抱歉！未能搜到您想要的内容」，索引为空）；廊坊市教育局 jyj.lf.gov.cn（200，无检索入口）；广阳区政府站内 ES 检索 http://www.guangyang.gov.cn/cms/es/search/highlightSearch.do（返回 {""result"":false,""msg"":""es has closed""}）；广阳区政府 mcms 检索 /mcms/search.do（结果由 JS 加载，无服务端结果）；河北公共资源交易平台 http://szj.hebei.gov.cn/fullsearch.html 及 /inteligentsearch/rest/esinteligentsearch/getFullTextDataNew（河北东方学院 1 条且 404；圣陶路 0 条）；校方数据接口 https://hbdfprod.bydst.cn/user/article/list?tabBarId=10/12/28 与 /user/article/info?id=5131/10271/15953（仅",需要一份把「河北东方学院（主校区）」与「圣陶路」或「东方大学城一期」及法定区（广阳区/安次区）写在同一句/同一表的政府来源，例如：廊坊市或广阳区/安次区公共资源交易公告中的「采购人/采购单位地址」、廊坊市教育局或河北省教育厅的民办学校名录与办学许可（载明住所），廊坊市自然资源和规划局的征地/规划许可，市场监管/消防/住建的许可或重点单位名单（含地址一栏），或校方官网域名改版后恢复为静态可读的「联系我们/学校简介」页——且其地址若新增法定区即可直接定区；若仍只写「廊坊经济技术开发区」，还需一份明文说明该开发区由哪个法定区管辖的政府文件（而非字典翻译）。,"http://www.hebei.gov.cn/s?q=圣陶路 / 河北东方学院 / 东方大学城 → 0 命中; http://www.lf.gov.cn/search.aspx（GBK，fieldOption=title，keyword=圣陶路 / 河北东方学院 / 大学城）→ 均「未能搜到」，索引为空; http://www.guangyang.gov.cn/mcms/search.do → 结果由 JS 加载；http://www.guangyang.gov.cn/cms/es/search/highlightSearch.do → {""msg"":""es has closed""}; http://www.guangyang.gov.cn/xingzhengquhua.html（行政区划页，仅列「廊坊经济技术开发区…大学城社区」，未点名本校/圣陶路）; http://szj.hebei.gov.cn/fullsearch.html 与 /inteligentsearch/rest/esinteligentsearch/getFullTextDataNew（wd=河北东方学院、圣陶路、东方大学城、东方大学城一期）; http://szj.hebei.gov.cn/jyxxgk/002001/002001002/002001002003/20250909/e5ef662e-7db7-475a-9473-dd4faf2659ac.html → HTTP 404（唯一命中已失效）",2026-09-12
PROFILE1539_1,4113014225,河北东方学院,医学院校区,河北省廊坊市开发区东方大学城二期白居易道,河北省,廊坊市,B 来源抓取失败,HARD-BLOCKED,yes,source_inaccessible,河北东方学院官方发布的两个章程均把校址落在功能区「廊坊经济技术开发区/东方大学城」，不含任何法定区。2026年招生章程原文：「学校地址：河北省廊坊经济技术开发区东方大学城」；专升本招生章程原文：「就学校校区：河北省廊坊市东方大学城」。含白居易道（有路名）→ name-hook 禁用；无任何官方/政府页面把「白居易道」与广阳区/安次区同句写出。,学校CMS全文接口 https://hbdfprod.bydst.cn/user/article/info?id=31120 与 id=28582（正文均为功能区）；站内检索 https://hbdfprod.bydst.cn/user/search/list?keywords=白居易道（total:0）、keywords=东方大学城；廊坊市政府站内检索 https://www.lf.gov.cn/search.aspx?fieldOption=title&modelID=0&searchType=0&keyword=东方大学城（仅1条无关）；河北省教育考试院检索 http://www.hebeea.edu.cn/hbksy/search/result?SiteID=122&Query=河北东方学院（接口未按Query过滤，返回通用列表）；学校2025年报考指南PDF（扫描件，仅提取19字符）；Bing RSS「东方大学城」+「广阳区」；www.hebei.gov.cn 搜索端点无法定位（gotoSearchByFix 定义缺失、/irs/front/search 404）。,出现「广阳区（或安次区）……东方大学城二期白居易道」同句的官方/政府页面，例如廊坊市或河北省教育厅公开的民办学校办学许可证/校区规划许可/命名批复，或学校官网「法定住所」页。,https://hbdfprod.bydst.cn/user/article/info?id=31120; https://hbdfprod.bydst.cn/user/article/info?id=28582; https://hbdfprod.bydst.cn/user/search/list?keywords=白居易道; https://www.lf.gov.cn/search.aspx?fieldOption=title&modelID=0&searchType=0&keyword=东方大学城; http://www.hebeea.edu.cn/hbksy/search/result?SiteID=122&Query=河北东方学院; http://www.hebei.gov.cn/onclick.js,2026-09-12
