campus_id,uid,school,campus,address,province,city,status,failure_reason,failure_reason_detail,attempted_sources,last_reviewed
PROFILE372_0,4163010748,青海民族大学,东序校区,青海省西宁市八一中路3号,青海省,西宁市,RESOLVED,—,政府/教育系统官方,http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202601/t20260110_26062169.htm — 200，正文含“采购单位地址 城东区八一中路3号”，采用; http://www.qhmu.edu.cn/ 与 https://www.qhmu.edu.cn/ — HTTP 412（加速乐JS挑战），页面无法打开; https://so.toutiao.com/search?keyword=青海民族大学东序校区 — 仅得搜索引擎索引摘要，未作为证据,2026-09-12
PROFILE372_3,4163010748,青海民族大学,文实校区,青海省西宁市夏都大街78号,青海省,西宁市,RESOLVED,—,政府/教育系统官方,http://www.qhpta.org.cn/ncms/article_N032203245138.shtml — 200，青海省2022年公务员考试温馨提示（四）附表，采用; https://so.toutiao.com/search?keyword=青海民族大学文实校区 地址 — 命中 qhmu.edu.cn(412)、青海省人事考试信息网(已开)、教务处页(不可开); http://www.qhmu.edu.cn/ 教务处/招生章程页 — HTTP 412（加速乐）,2026-09-12
PROFILE1572_1,4152012822,黔东南民族职业技术学院,万达校区,贵州省丹寨金钟经济开发区长兴大道北侧,贵州省,黔东南苗族侗族自治州,RESOLVED,—,学校官网,https://wdxq.qdnpt.edu.cn/page.thtml?id=14775 →「丹寨万达校区由万达集团在贵州省丹寨县投资建设」「校区位于丹寨县金钟经济开发区长兴大道主干道北侧」（采信来源）; https://www.qdnpt.edu.cn/ → 页脚「地址：贵州省丹寨金钟经济开发区长兴大道北侧（万达校区）」「贵州省凯里市经济开发区凯开大道1009号（凯里校区）」; https://wdxq.qdnpt.edu.cn/ → 站点结构、栏目与新闻列表; https://aoff.qdnpt.edu.cn/ → 招生章程栏目（未用到）,2026-09-12
PROFILE1124_0,4142013236,三峡大学科技学院,校本部,湖北省宜昌市大学路18号,湖北省,宜昌市,RESOLVED,—,第二轮已取得可采来源,http://kjxy.ctgu.edu.cn/ → HTTP 200，仅「湖北省宜昌市大学路18号 邮编：443002」；「点军区人民政府」为友情链接，非地址证据; http://kjxy.ctgu.edu.cn/zs_zz_/ptzsb.htm → HTTP 200，仅门牌; https://www.ctgu.edu.cn/xxgk2/xxjj.htm → HTTP 200，仅「湖北省宜昌市大学路8号」; http://zb.ctgu.edu.cn/ → HTTP 200，采购招标中心首页无区名,2026-09-12
PROFILE1410_1,4141010842,三门峡职业技术学院,灵凤湖校区,河南省三门峡市高新区学府路3号,河南省,三门峡市,HARD-BLOCKED,D 功能区/大学城无法定区佐证,灵凤湖校区与门牌学府路3号可被官方页面确认，但这些页面唯一的区县标记是功能区「高新区／城乡一体化示范区」，绝不写法定区；三门峡市与陕州区两级政府站的检索为开普云 pageView 动态页，其站内搜索 XHR 端点未暴露（/query/s、/search5/search/s、/igs/front/search.jhtml、/pageView/search.do 全部 404），api.so-gov 亦不接受这两个站点号，因此无法在政府文书（卫健、自然资源、规划、采购、环评、招生）中检索到「陕州区/湖滨区 + 学府路3号」的同句证据。按红线不得把功能区翻译为法定区，也不得按道路推断。,"https://www.sogou.com/web?query=""灵凤湖校区"" 陕州区 → 302 antispider，无结果; https://so.toutiao.com/search?keyword=三门峡职业技术学院 灵凤湖 陕州区 → 仅百科/头条文章，正文无任何法定区名，官方页面只有“三门峡市崤山西路42号”; https://www.smxpt.cn/ → 页面为域名迁移公告，无地址; https://www.smxpt.edu.cn/ → 页脚“地址：河南省三门峡市崤山西路42号”，无区名; https://zsw.smxpt.edu.cn/ → 页脚“地址：三门峡市崤山西路42号”，无区名; http://zfcg.henan.gov.cn/henan/content?infoId=1357447 → 三门峡职业技术学院灵凤湖校区图书馆智慧化建设项目页，仅主办方地址，无采购人地址（原 ccgp-henan.gov.cn 域名证书不匹配 zfcg.henan.gov.cn）; http://search.ccgp.gov.cn/bxsearch?searchtype=1&page_index=1&kw=三门峡职业技术学院 → 标题检索 0 条; https://www.smxpt.edu.cn/xygk/xyjj.htm → 404",2026-09-12
PROFILE125_1,4131010248,上海交通大学,七宝校区,上海市七莘路2678号,上海市,上海市,RESOLVED,—,第二轮已取得可采来源,https://www.sjtu.edu.cn/ — 官网首页，无任何校区门牌地址; https://gk.sjtu.edu.cn/Data/List/bxdd — 信息公开网「办学地点」栏目，正文为空（列表 JS 加载），无地址; https://gk.sjtu.edu.cn/Data/View/376 — 「办学基本情况」，仅列徐汇/闵行/黄浦/长宁/浦东/崇明等校区，不含七宝校区; https://gk.sjtu.edu.cn/Data/View/377 — 「学校办学规模」，无校区地址; https://gk.sjtu.edu.cn/Data/List/jbxx 、/Data/List/gkml 、/data/sitemap 、/sitemap.xml 、/api/Data/List?type=bxdd — 均无「办学地点」正文，API 猜测无效; https://zbcg.sjtu.edu.cn/ 、https://caigou.sjtu.edu.cn/ — 0 字节；zbcg 经 WebFetch 报 ENOTFOUND（域名已不解析）; http://search.ccgp.gov.cn/bxsearch?kw=七莘路2678号（及 kw=七莘路）— 中国政府采购网返回「频繁访问！请稍后再试」限流页（连续两次、间隔重试均同）; https://www.shmh.gov.cn/ — 闵行区人民政府首页，无相关条目; 检索（搜狗wap/360/百度，本机与经跳板 muc-staging 两种出口，关键词含“七莘路2678号”“闵行区”）— 全部被验证码/限流拦截；取得线索：采招网转载上海交通大学采购公告「上海市闵行区七莘路2678号上海交通大学七宝校区内」（2019）、「上海交通大学七宝校区（上海市七莘路2678号）」（2017）,2026-09-13
PROFILE446_0,4123010220,东北石油大学,大庆校区,黑龙江省大庆市高新技术产业开发区学府街99号,黑龙江省,大庆市,HARD-BLOCKED,D 功能区/大学城无法定区佐证,东北石油大学大庆校区的门牌（学府街99号）可被官方页面逐字确认，但全部官方文书写的是功能区「高新技术产业开发区（高新区）」。大庆市与萨尔图区两级政府站群检索可用的全部关键词下，唯一接近法定区的线索是萨尔图区卫健局把“东北石油大学校医院”列入本区医疗机构名单，属机构管辖信息、无地址，且属推断性质，按红线（功能区不翻译、禁止按道路/管辖推断）不足以写入 d。,http://cgxxw.nepu.edu.cn/ — 打开成功，页脚「地址：黑龙江省大庆市高新技术产业开发区学府街99号」（仅功能区）; https://www.nepu.edu.cn/ — 打开成功，同样仅功能区地址; https://so.toutiao.com/search?keyword=萨尔图区学府街99号 — 无「东北石油大学」相关官方同句来源; https://so.toutiao.com/search?keyword=东北石油大学 单位地址 大庆市萨尔图区 学府街99号 — 无命中; http://search.ccgp.gov.cn/bxsearch — 被限流，无法取政府采购公告中的采购人地址,2026-09-12
PROFILE446_1,4123010220,东北石油大学,秦皇岛校区,河北省秦皇岛市河北大街西段550号,河北省,秦皇岛市,HARD-BLOCKED,E 无权威来源,复核通过但未过机器门禁: 来源是搜索引擎/聚合站结果页 'weixin.sogou.com'，不是可复核的原始来源,https://www.nepuqhd.net/ — 东北石油大学秦皇岛校区官网页脚「河北省秦皇岛市河北大街西段550号 邮编066004」; https://www.nepuqhd.net/zsjy/zszn.htm — 招生指南，页脚地址同上; https://www.nepuqhd.net/info/1281/21801.htm — 东北石油大学2026年本科招生章程，「秦皇岛校区地址：河北省秦皇岛市河北大街西段550号」; http://search.ccgp.gov.cn/bxsearch?searchtype=2&...kw=河北大街西段 — 全文检索 134 条，同路段其他单位均标「海港区」，但无550号; http://search.ccgp.gov.cn/bxsearch?searchtype=2&...kw=河北大街西段550号 — 全文检索 0 条; http://search.ccgp.gov.cn/bxsearch?searchtype=2&...kw=东北石油大学秦皇岛校区 — 全文检索 0 条; http://www.qhdhg.gov.cn/ — 海港区政府域名不存在（ENOTFOUND）,2026-09-12
PROFILE176_0,4136010405,东华理工大学,南昌校区,江西省南昌市经开区广兰大道418号,江西省,南昌市,RESOLVED,—,第二轮已取得可采来源,http://ncjk.nc.gov.cn/ncjkq/gkgsgg/202304/7526f39deddd4c10a8ab12342d46ca28.shtml — 「1 经开区广兰大道418号（东华理工大学）」; http://ncjk.nc.gov.cn/ncjkq/zfdt/202501/5675d2ea05064893a19a01dd9d0712f3.shtml — 「东华理工大学 南昌市经济技术开发区广兰大道418号」; https://www.nc.gov.cn/ncszf/shbz/202505/791cae7dcc7c4229b11baa1ff15cc40e/files/2025年度南昌市医保定点医疗机构名单（截至2025年5月26日）.xlsx — 「东华理工大学南昌校区卫生所 东华理工大学南昌经开区广兰大道418号（青岚大道666号」; http://www.nc.gov.cn/ncszf/bzzf/202608/bbbcb00bbefc4c1d827545b3005908a0.shtml — 2012年东华理工大学公共租赁住房项目概况（地块位置瑞香路以南、青岚大道以西，无区名）; https://api.so-gov.cn/query/s 市站/新建区站 检索「东华理工大学 青山湖区」「东华理工大学」— 仅校地活动类新闻，无门牌级区名,2026-09-12
PROFILE109_4,4132010286,东南大学,苏州校区,江苏省苏州市苏州工业园区林泉街399号,江苏省,苏州市,HARD-BLOCKED,D 功能区/大学城无法定区佐证,所有可读官方来源（校方苏州校区站、学校概况页、苏州工业园区政府官网全文检索）对林泉街399号一律使用功能区“苏州工业园区／独墅湖科教创新区”表述，没有任何政府或学校文本把该门牌与 allowed_districts 中任一法定区（吴中区等）同句写出。按红线不得把功能区翻译为法定区，也不得按道路归属推断。,"https://www.seu.edu.cn/17398/list.htm｜学校概况，未列苏州校区地址; http://szxq.seu.edu.cn/main.htm｜东南大学苏州校区站，页脚""地址：苏州市独墅湖科教创新区林泉街399号""（功能区式）; http://www.sipac.gov.cn/search5/search/s?siteCode=3205900024&searchWord=林泉街399号｜6条，法定区名0命中; http://www.sipac.gov.cn/search5/search/s?siteCode=3205900024&searchWord=若水路1号｜15条，法定区名0命中; http://www.sipac.gov.cn/search5/search/s?siteCode=3205900024&searchWord=独墅湖科教创新区｜1048条，前30条抽样法定区名0命中",2026-09-12
PROFILE1145_0,4132012689,东南大学成贤学院,办学地点（档案未命名）,江苏省南京市江北新区东大路6号,江苏省,南京市,HARD-BLOCKED,D 功能区/大学城无法定区佐证,本条功能区为“江北新区”，而 allowed_districts 是浦口区等法定区；江北新区为托管功能区，其政府门户的全部检索结果都只写“江北新区”，唯一的法定区口径文本（浦口区人大建议答复）不含东大路6号，另一条“东大路2号（东大科技园内）”门牌不同、不得冒充。校方官网不可达，没有一级来源。按红线不得功能区翻译、不得用同校其他门牌/其他校区覆盖本条。,https://www.cxxy.seu.edu.cn/ → DNS ENOTFOUND（学校官网不可达）; https://cxxy.seu.edu.cn/ → HTTP 404; https://search.ccgp.gov.cn/bxsearch?searchtype=2&page_index=1&kw=东南大学成贤学院&timeType=5 → 未获得写出法定区的采购人地址（检索遭限流中断）; https://m.sogou.com/web/searchList.jsp?keyword=东南大学成贤学院 江北新区 东大路6号 浦口区 → CAPTCHA 反爬页; https://njna.nanjing.gov.cn/zjxq/xinqugaikuang/202512/t20251231_5755000.html → 江北新区与浦口区一体化融合发展的间接桥梁（无本校区门牌）; https://gaokao.chsi.com.cn/ → HTTP 412（WAF）; https://www.bing.com/search?q=东南大学成贤学院 东大路6号 → 结果与本条无关,2026-09-12
PROFILE123_4,4143010533,中南大学,杏林校区,湖南省长沙市桐梓坡路172号,湖南省,长沙市,RESOLVED,—,第二轮已取得可采来源,https://xysm.csu.edu.cn/ → HTTP 200，页脚「湖南省长沙市桐梓坡路172号 410013」，无区名; https://xysm.csu.edu.cn/xygk/xyjj1.htm → HTTP 200，同上，无区名; https://zhaosheng.csu.edu.cn/ 及 /bkzn/bkzn.htm → HTTP 200，仅「长沙市麓山南路中南大学逸夫楼5楼（岳麓山校区）」，不指向本条; http://czzx.csu.edu.cn/csustatic/index.html → HTTP 200，无桐梓坡路/岳麓区相关内容,2026-09-12
PROFILE267_1,4151010624,中国民用航空飞行学院,成都天府校区,四川省成都市东部新区未来科技城福田街道,四川省,成都市,HARD-BLOCKED,D 功能区/大学城无法定区佐证,本条无路名无门牌，只能走“校区名挂钩”例外，而例外门槛是同一句内同时出现“天府校区”和法定区名。目前所有可得官方原文（学校招生网、学校官网）只出现功能区“东部新区”和“福田街道”，无“简阳市”；成都市与简阳市政府网站均不可达（412/DNS 不解析），四川省两级政府检索未命中，故例外无法满足。按红线禁止把“东部新区托管简阳市”当作翻译依据。,https://zsc.cafuc.edu.cn/info/1002/1434.htm (curl) — 打开成功，原文「学院天府校区位于四川省成都市东部新区福田街道…」，全文无「简阳市」; https://www.cafuc.edu.cn/ (curl) — 打开成功，页脚无天府校区门牌; Toutiao 关键词「中国民用航空飞行学院成都天府校区 简阳市 福田街道」「成都东部新区 托管 简阳市 镇街 福田街道」 — 只有第三方地图 POI（写「成都市简阳市机场东一线」）与抖音百科（写「托管简阳市所属的9个街道、6个镇」），均非可引用的一手官方原文，且未与本站门牌同一句,2026-09-12
PROFILE61_3,4137010423,中国海洋大学,西海岸校区,青岛市三沙路1299号,山东省,青岛市,RESOLVED,—,第二轮已取得可采来源,http://xhaxqyg.ouc.edu.cn/main.htm → “地址：青岛市古镇口军民融合创新示范区三沙路1299号”，功能区名无区; https://www.ouc.edu.cn/31001/list.htm（学校章程）→ 西海岸校区“青岛市三沙路 1299 号”，无区名; https://landchina.mnr.gov.cn/land/cjgs/hbgd/202511/t20251105_10047789.htm → “行政区：黄岛区”，项目名含“西海岸校区”，但宗地坐落≠三沙路1299号; https://landchina.mnr.gov.cn/land/cjgs/hbgd/ → 全国划拨供地列表，无站内搜索入口，未能定位含“三沙路”的地块记录; so.toutiao.com 检索「黄岛区三沙路1299号」「中国海洋大学西海岸校区 划拨 公示 黄岛区 三沙路」→ 仅有第三方微信/青岛新闻网转述“《黄岛区2018年第四批次建设用地的批复》…同意将中国海洋大学西海岸校区…”，原文属山东省政府批复，未取得可读官方原文,2026-09-12
PROFILE2395_0,4133013292,中国计量大学现代科技学院,下沙校区,浙江省杭州市下沙高教园区学源街258号,浙江省,杭州市,HARD-BLOCKED,F 历史/当前校区歧义,独立裁决驳回：全页「钱塘区」4 处——1 处是「钱塘区在下沙高教园区文渊路至文淙路之间新增…泊位」（d 挂的是功能区，同段围合范围给的是文渊路—文淙路而非本条路名学源街），3 处是机构名「钱塘区城发集团交投公司」。「学源街」唯一成句处是「学源街，串联起下沙高教园区14所高校，是一条名副其实的求学之路」，属新闻笔法。门牌 258 与校名全页零命中。挂钩需两级传递，页面只写到「行政区→功能区」这一跳。,https://www.ldxk.edu.cn/ — 官网：仅「义乌校区：浙江省义乌市大学路8号」，无下沙校区; https://zs.cjlu.edu.cn/zgjldxxdkjxy/zsxx.htm — HTTP 412 Precondition Failed; https://jyt.zj.gov.cn/ — 浙江省教育厅高校名单：该院仅给出站点链接，无地址; https://gaokao.chsi.com.cn/...（阳光高考院校库/章程）— HTTP 412 反爬,2026-09-12
PROFILE1524_1,4115013699,乌兰察布职业学院,平地泉校区,内蒙古自治区乌兰察布市察右前旗平地泉镇,内蒙古自治区,乌兰察布市,RESOLVED,—,第二轮已取得可采来源,https://www.ulvc.edu.cn/ (页脚仅集宁新区满达东街曙光南路1号); https://www.ulvc.edu.cn/xygk/xyjj.htm (仅“主校区及平地泉校区两个校区”，无地址); https://zs.ulvc.edu.cn/ (页脚同样仅集宁新区); http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202410/t20241030_23494872.htm (采购人地址：集宁新区满达东街曙光南路1号；行政区域：市辖区); http://search.ccgp.gov.cn/bxsearch?...kw=乌兰察布职业学院&2024 (20条，均为主校区); http://search.ccgp.gov.cn/bxsearch?...kw=平地泉 (0 条); https://www.so.com/s?q=乌兰察布职业学院 平地泉校区 (仅 gaokao.cn/jianyu360.cn 第三方),2026-09-13
PROFILE2170_0,4153012556,云南司法警官职业学院,办学地点（档案未命名）,昆明市空港经济区大板桥金盾苑1号,云南省,昆明市,HARD-BLOCKED,G 复核通过但未过机器门禁,复核通过但未过机器门禁: 引文挂不到本条地址/校区名 '办学地点（档案未命名）'（该记录地址 '昆明市空港经济区大板桥金盾苑1号' 无路名，需：地址连续片段≥6字 / ≥3位门牌 / 或校区名核心与法定区同句）,https://www.so.com/s?q=云南司法警官职业学院 采购人地址 金盾苑 官渡区 (发现 ccgp 2024-05-28 公示); http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202405/t20240528_22212420.htm (命中：昆明市官渡区大板桥); http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202411/t20241112_23591440.htm (仅“地址：昆明市大板桥”，无区名); http://search.ccgp.gov.cn/bxsearch?...kw=云南司法警官职业学院&2024 (列出该校全部2024公告); gaokao.chsi.com.cn 相关通知 (HTTP 412 反爬，未能打开); http://jtj.km.gov.cn/jygz/zsks/index_7.shtml 等 (昆明市教育体育局列表翻页，未取到2020公告URL),2026-09-12
PROFILE2178_1,4153013757,云南机电职业技术学院,杨林校区,昆明市嵩明职教新城文苑路1号,云南省,昆明市,RESOLVED,—,第二轮已取得可采来源,https://zs.ynmec.edu.cn/xw/tzgg/content_27028 — 学校招生章程，命中校址原文「3. 杨林校区：昆明市嵩明职教新城文苑路 1 号 ;」（采用为线索，无「嵩明县」）; https://www.ynmec.edu.cn/ 、https://www.ynmec.edu.cn/xxgk/xxjj — 学校官网及简介/页脚，仅载龙泉校区「云南省昆明市龙泉路704号」，杨林校区无地址无区县; http://www.kmsm.gov.cn/ — 嵩明县人民政府网首页、走进嵩明、十四五教育体育发展规划、自然资源局公告：均无「职教新城」「文苑路」; 云南省招考频道（ynzs.cn）转载的该校校址列表（检索结果中逐字可见）— 仍为「杨林校区：昆明市嵩明职教新城文苑路1号」，无「嵩明县」; 检索（搜狗wap/360/百度，跳板出口）关键词「“文苑路1号” 嵩明县」「嵩明职教新城 位于 嵩明县」— 出口限流/验证码，仅得网易订阅招商文章「嵩明职教新城位于昆明市……」; http://search.ccgp.gov.cn/bxsearch?kw=文苑路1号 — 中国政府采购网限流页，未取得采购公告,2026-09-13
PROFILE2179_2,4153013758,云南林业职业技术学院,石林校区,云南省昆明市石林县环城东路,云南省,昆明市,RESOLVED,—,第二轮已取得可采来源,https://www.ynftc.edu.cn/xygk (仅金殿校区 盘龙区穿金路787号，无石林地址); https://www.ynftc.edu.cn/xwzx/tzgg/zczbgg/ (资产招标公告列表，含石林校区公告); https://www.ynftc.edu.cn/xwzx/tzgg/zczbgg/content_25002 (命中：石林彝族自治县…石林校区); https://www.so.com/s?q=云南林业职业技术学院 石林校区 环城东路 地址 (仅 map.360.cn/isenlin 等第三方；环城东路见第三方媒体); https://www.so.com/s?q=石林彝族自治县人民政府 云南林业职业技术学院石林新校区 启用 (kmsl.gov.cn 链接被 360 跳转包裹，未取得),2026-09-12
PROFILE1519_1,4134012926,亳州学院,文采校区,安徽省亳州市高新技术产业开发区文采路,安徽省,亳州市,HARD-BLOCKED,D 功能区/大学城无法定区佐证,全部分片允许的法定区（利辛县/涡阳县/蒙城县/谯城区）中没有任何一个与记录地址「高新区文采路」同句出现在可核验原文里；校方与政务侧均只提供功能区名。,"http://www.bzuu.edu.cn/10/list.htm（亳州学院学院简介）→ 原文『安徽省亳州市高新技术产业开发区迎春路1号（文采校区）』，无谯城区，路名与记录不符; http://www.bzuu.edu.cn/zzxx/（亳州学院招生信息）→ 原文『地址：安徽省亳州市经济开发区汤王大道2266号』，同为功能区，无谯城区; http://www.bzuu.edu.cn/zzxx/130/list.htm（招生公告列表）→ 页面 JS 渲染，未取到招生章程正文; 头条搜索『亳州学院 文采校区 谯城区 地址』『亳州学院 文采校区 地址』→ 仅命中校方新闻与第三方院校库，无写出谯城区的官方原文; prior_url https://gaokao.chsi.com.cn/sch/schoolInfo--schId-18670467,categoryId-18669722,mindex-1.dhtml（阳光高考院校库）→ 仍为『高新技术产业开发区迎春路1号(文采校区)』，未写谯城区",2026-09-12
PROFILE3581_0,4141014752,信阳艺术职业学院,信阳市羊山校区,河南省信阳市羊山新区经北一路,河南省,信阳市,HARD-BLOCKED,D 功能区/大学城无法定区佐证,无任何官方/校方原文把法定区名（平桥区/浉河区等）与「经北一路」写在同一句；功能区「羊山新区」不构成法定县区。,https://so.toutiao.com/search?keyword=信阳艺术职业学院 羊山新区 经北一路 → 地址卡“羊山校区:河南省信阳市羊山新区经北一路”，官方招生章程均无区名; http://www.xyvca.edu.cn/college/zsxxw → 页脚“河南省信阳市羊山新区经北一路”，无任何区名; https://www.sogou.com/web?query=信阳艺术职业学院 羊山新区 平桥区 → 302 antispider,2026-09-12
PROFILE1588_1,4162012832,兰州外语职业学院,兰州新区,甘肃省兰州市新区职教园区长江大道888号,甘肃省,兰州市,RESOLVED,—,第二轮已取得可采来源,https://www.lzwyedu.com/ （官网页脚只有「兰州新区职教园区长江大道888号」，无县名）; https://m.sogou.com/web/searchList.jsp?keyword=兰州新区职教园区 皋兰县 （命中一次：腾讯地图/360地图/中通快递均把职教园区标为皋兰县，属第三方，仅线索）; http://www.lzxq.gov.cn/zjxq/index.shtml + /system/2024/08/08/031044586.shtml （兰州新区官网：皋兰县西岔、水阜6镇；现托管4镇）; http://www.lanzhou.gov.cn/art/2018/4/4/art_122_465031.html （兰州市政府网：皋兰县增加社区——西岔镇文曲社区）; http://www.lanzhou.gov.cn/art/2018/5/10/art_122_473442.html （兰州市政府网公交稿：西岔镇、职教园区相邻站）; http://www.lanzhou.gov.cn/art/2023/12/24/art_1611_1302503.html （环保督察公示：兰州新区大学城西岔镇污水厂）; https://www.lanzhou.gov.cn/jrobot/search.do?q=职教园区 皋兰县 / 西岔镇 / 九龙江街 / 海河街 等 （站内搜索：无一条把校址门牌与皋兰县同句）; https://www.bing.com/search?...&mkt=zh-CN （返回与查询无关的日文结果，地区错配，不可用）; https://www.baidu.com/s? / https://www.sogou.com/web? / https://www.so.com/s? （全部验证码拦截）; https://www.gsvemc.com/zjyq.htm （兰州新区职教园区服务保障中心「走进园区」：只写区位与院校构成，无县区）,2026-09-12
PROFILE1707_1,4162011807,兰州工业学院,兰州新区校区,兰州市兰州新区长江大道东段1942号,甘肃省,兰州市,HARD-BLOCKED,D 功能区/大学城无法定区佐证,记录地址的路名门牌能对上，但没有任何来源把法定县名与该门牌写在同一句；功能区名「兰州新区」不可当作法定区。,https://www.lzit.edu.cn/ （官网首页无县名，地址只写兰州新区）; http://www.lanzhou.gov.cn/art/2017/11/17/art_122_421483.html （兰州市政府网：兰州工业学院新校区四至，职教园区内）; http://www.lzxq.gov.cn/system/2026/09/11/031432049.shtml （兰州新区规划许可批前公示：项目地址只写「兰州新区科体路以东…」）; http://www.lzxq.gov.cn/system/2024/08/08/031044586.shtml （兰州新区官网：皋兰县西岔、水阜6镇）; http://www.lanzhou.gov.cn/art/2018/4/4/art_122_465031.html （兰州市政府网：西岔镇在皋兰县名下）; https://www.lanzhou.gov.cn/jrobot/search.do?q=兰州工业学院 新区 等 （站内搜索无门牌+县名同句）; https://m.sogou.com/web/searchList.jsp?... （首查命中职教园区→皋兰县第三方标注，随后被验证码拦截）; https://www.bing.com/search 与 baidu/sogou/so.com （无关结果或验证码）,2026-09-12
PROFILE3289_0,4162014594,兰州现代职业学院,办学地点（档案未命名）,甘肃省兰州新区职教园区（兰州新区九龙江街500号）,甘肃省,兰州市,RESOLVED,—,第二轮已取得可采来源,https://www.lzmvc.edu.cn/ （官网首页无地址，仅页脚版权；皋兰县只出现在三下乡地名）; https://www.gsvemc.com/zjyq.htm （职教园区「市统建两校」含兰州现代职业学院；无县区）; http://www.lzxq.gov.cn/system/2026/09/08/031430198.shtml （兰州新区官网：文曲中心社区保障科教园区高校新生入学）; http://www.lzxq.gov.cn/system/2024/08/08/031044586.shtml （皋兰县西岔、水阜6镇）; http://www.lanzhou.gov.cn/art/2018/4/4/art_122_465031.html （皋兰县——西岔镇文曲社区）; http://www.lanzhou.gov.cn/art/2018/5/10/art_122_473442.html ; http://www.lanzhou.gov.cn/art/2023/12/24/art_1611_1302503.html （职教园区与西岔镇关联旁证）; https://www.lanzhou.gov.cn/jrobot/search.do?q=兰州现代职业学院 / 九龙江街 / 职教园区 皋兰县 （无门牌+县名同句）; https://m.sogou.com/web/searchList.jsp?... ；https://www.bing.com/search... （验证码 / 区域错配）,2026-09-13
PROFILE1710_2,4162016209,兰州石化职业技术大学,新区校区,甘肃省兰州新区贺兰山大道北段1169号,甘肃省,兰州市,RESOLVED,—,第二轮已取得可采来源,https://www.lzpcc.edu.cn/ 与 http://www.gsvc.edu.cn/ （DNS/连接失败，无法打开兰州石化职业技术大学、甘肃卫生职业学院）; https://www.gsvemc.com/zjyq.htm （职教园区服务保障中心：职教园区院校构成，无县区）; http://www.lzxq.gov.cn/system/2024/08/08/031044586.shtml （兰州新区官网：皋兰县西岔、水阜6镇）; http://www.lanzhou.gov.cn/art/2018/4/4/art_122_465031.html （兰州市政府网：皋兰县——西岔镇文曲社区）; http://www.lanzhou.gov.cn/art/2023/12/24/art_1611_1302503.html （兰州新区大学城西岔镇污水厂）; https://www.lanzhou.gov.cn/jrobot/search.do?q=西岔镇 / 贺兰山大道 / 职教园区 皋兰县 等 （无门牌+县名同句）; https://m.sogou.com/web/searchList.jsp?... ；https://www.bing.com/search?... （验证码 / 区域错配）,2026-09-13
PROFILE1636_0,4115014049,内蒙古北方职业技术学院,办学地点（档案未命名）,内蒙古自治区呼和浩特市大学城,内蒙古自治区,呼和浩特市,RESOLVED,—,第二轮已取得可采来源,http://www.nmbfxy.com/ -> 200，页脚「学院地址：内蒙古呼和浩特市大学城内蒙古北方职业技术学院」; http://www.nmbfxy.com/contents/3/441.html -> 200，学院简介正文「内蒙古北方职业技术学院坐落于自治区首府呼和浩特市大学城」，无区名; http://www.nmbfxy.com/channels/32.html -> 200，招生章程页页脚同一地址，无区名,2026-09-12
PROFILE525_0,4115010132,内蒙古医科大学,金山校区,内蒙古自治区呼和浩特市金山经济技术开发区,内蒙古自治区,呼和浩特市,RESOLVED,—,第二轮已取得可采来源,https://www.immu.edu.cn/ -> 200，首页页脚「内蒙古呼和浩特市土默特左旗台阁牧镇海拉尔西街191号 邮编：010110」; https://www.immu.edu.cn/xxgk/xxjj.htm -> 200，学校简介正文仅写「设有金山校区、新华校区、锡林校区及红山口教学基地」，页脚「地址：内蒙古呼和浩特市敕勒川乳业开发区」; https://www.immu.edu.cn/xxgk/dxzc.htm -> 200，大学章程第三条列出四个校区地址，金山校区未写法区; https://zs.immu.edu.cn/ -> 000，无法连接,2026-09-12
PROFILE508_1,4115010128,内蒙古工业大学,康巴什校区,内蒙古鄂尔多斯市高新技术产业开发区,内蒙古自治区,鄂尔多斯市,HARD-BLOCKED,D 功能区/大学城无法定区佐证,不存在任何可核验原文在同一句中同时包含本 campus 名「康巴什校区」与法定区名「康巴什区」；政务侧虽有强指向（康巴什区以「内蒙古工业大学新能源学院」为辖区主体），但该称谓不是本条 campus 名的同义形式，属实体名→校区的两跳推断，红线禁止。,https://www.imut.edu.cn/ -> 200，页脚仅列 新城校区/金川校区/准格尔校区 三个地址，无康巴什或鄂尔多斯校区地址; http://www.kbs.gov.cn/ -> 200，康巴什区政府要闻提到「内工大新能源学院」，为区内线索但未与「康巴什校区/高新技术产业开发区」同句挂钩; Toutiao 检索「内蒙古工业大学新能源学院 康巴什」「鄂尔多斯高新技术产业开发区 康巴什区」-> 仅得区政府与自然资源局首页，未能取得明确桥梁原文,2026-09-12
PROFILE508_2,4115010128,内蒙古工业大学,金川校区,内蒙古自治区呼和浩特市经济技术开发区金川工业园区,内蒙古自治区,呼和浩特市,RESOLVED,—,第二轮已取得可采来源,https://www.imut.edu.cn/ -> 200，页脚逐字「金川校区：内蒙古自治区呼和浩特市经济技术开发区金川工业园区　邮编：010080」，无法定区; Bing 检索「金川工业园区 土默特左旗」「内蒙古工业大学金川校区 土默特左旗」-> 该出口返回随机无关结果，未取得可用命中; Toutiao 检索「金川校区 土默特左旗 呼和浩特」-> 仅第三方（澎湃/百科）称「金川这边属于土…」，第三方不得单独作判据,2026-09-12
